,university,carrer,inscription_date,first_name,last_name,gender,age,location,email
1017,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-09-23,Joseph,galvan,M,35.0,CENTENARIO,Lindahoward@yahoo.com
1018,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-11-13,Michael,barton,M,47.0,AGUA LOS MATOS,Bramirez@hotmail.com
1019,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-12-12,Alan,norman,M,-23.0,LA ORIENTAL,Roberttorres@gmail.com
1020,-universidad-abierta-interamericana,Farmacia,2020-11-26,David,cook,M,10.0,22 DE DICIEMBRE,Katherine58@gmail.com
1021,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-11-13,Patricia,fowler,F,34.0,ITUZAINGO,Davidduffy@yahoo.com
1022,-universidad-abierta-interamericana,Farmacia,2020-12-13,Christine,mccarthy,F,-24.0,BARCALA,Christophermorton@yahoo.com
1023,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2021-01-16,Jordan,gonzalez,F,4.0,AGUA Y ENERGIA,Mcdonaldkristen@gmail.com
1024,-universidad-abierta-interamericana,Actuario-,2020-12-19,Charles,stephens,M,-22.0,BARRANCAS COLORADAS,Joseph56@gmail.com
1025,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2020-09-02,Tiffany,cooper,F,-33.0,ALGARROBAL PUISOYE,Williamsdaniel@gmail.com
1026,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-09-27,Dustin,foster,M,-15.0,DOMSELAAR,Mmyers@yahoo.com
1027,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-12-25,Brittany,neal,F,26.0,EL GUALICHO,David59@yahoo.com
1028,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-10-05,Lisa,williams,F,22.0,AURELIA,Nancyboyd@yahoo.com
1029,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-09-22,Susan,thomas,F,26.0,BARRIO VILLA CORDOBA,Brownchristopher@gmail.com
1030,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2021-01-18,Ethan,prince,M,42.0,FRANCISCO BERRA,Derek08@hotmail.com
1031,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-12-13,Amy,livingston,F,51.0,WILDE,Samantha29@hotmail.com
1032,-universidad-abierta-interamericana,Agronomía,2020-10-23,Adam,miller,M,13.0,BARRANCON,Christopherfernandez@hotmail.com
1033,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-09-05,Matthew,kelly,M,-12.0,LAS TONINAS,Tony79@gmail.com
1034,-universidad-abierta-interamericana,Ciencias-veterinarias,2021-01-03,Bridget,wallace,F,-11.0,AMALIA,Owilson@yahoo.com
1035,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-11-03,Debra,mckinney,F,39.0,AGUA SALADA,Juarezlarry@yahoo.com
1036,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-19,Robert,rivas,M,34.0,COLONIA HARDY,Dweaver@hotmail.com
1037,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-12-21,Christopher,jackson,M,24.0,ARROYO QUILLA,Scott39@gmail.com
1038,-universidad-abierta-interamericana,Licenciatura-en-psicología,2021-01-23,Stacy,schultz,F,19.0,ANTONIO CARBONI,Karen88@gmail.com
1039,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-11-24,James,allen,M,-40.0,VILLA EL CHOCON,Rnewton@gmail.com
1040,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-12-26,Frederick,barron,M,2.0,CORONEL ISLEÑOS,Ohill@gmail.com
1041,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-12-30,Heather,turner,F,12.0,CAMPO ARISTIMUÑO,Rturner@gmail.com
1042,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-09-12,Andrew,wise,M,-35.0,6 DE SEPTIEMBRE,Joseph95@hotmail.com
1043,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2020-11-12,Kayla,malone,F,-12.0,ESTACION CHRISTOPHERSEN,Montgomeryjeremiah@yahoo.com
1044,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-10-12,Samuel,mueller,M,15.0,CHACABUCO,Ibaker@gmail.com
1045,-universidad-abierta-interamericana,Contador-público-,2020-10-11,Allen,mitchell,M,52.0,CARBOMETAL,Dawn57@hotmail.com
1046,-universidad-abierta-interamericana,Licenciatura-en-administración-,2021-01-14,Timothy,foley,M,-11.0,ANDERSON,Jason42@gmail.com
1047,-universidad-abierta-interamericana,Medicina,2020-12-02,Manuel,lewis,M,35.0,SALDUNGARAY,Amann@gmail.com
1048,-universidad-abierta-interamericana,Agronomía,2020-12-16,Rachel,cardenas,F,-20.0,COLONIA LA ORACION,Scottlewis@hotmail.com
1049,-universidad-abierta-interamericana,Bioquímica,2020-11-16,Robert,buchanan,M,49.0,EL RETIRO,Ftodd@yahoo.com
1050,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,2021-01-16,William,dillon,M,14.0,AZUL,Gregorybell@hotmail.com
1051,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-11-17,joshua,taylor,M,2.0,CAMINERA NAPALEOFU,Wdavis@gmail.com
1052,-universidad-abierta-interamericana,Farmacia,2020-12-23,Brett,cole,M,-23.0,BARRANQUERAS,Matthew74@hotmail.com
1053,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-11-09,Jeremy,patrick,M,5.0,COMANDANTE GIRIBONE,Zperez@hotmail.com
1054,-universidad-abierta-interamericana,Agronomía,2020-12-06,Nathan,sanchez,M,35.0,CLASON,Jonathansmith@hotmail.com
1055,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-08,Craig,burke,M,6.0,PUERTO OJO DE AGUA,Matthewwilson@hotmail.com
1056,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-10-14,Jessica,perez,F,22.0,AGUADA DE LAS TEJAS,Martinkellie@yahoo.com
1057,-universidad-abierta-interamericana,Farmacia,2020-09-06,Brian,schwartz,M,33.0,EST JAUREGUI VA FLANDRIA,Graylisa@yahoo.com
1058,-universidad-abierta-interamericana,Diseño-industrial,2020-12-04,George,patton,M,41.0,ESTACION LA RINCONADA,Marshrachel@gmail.com
1059,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-12-11,Lori,griffith,F,-21.0,PASO DE LOS ANDES,Qwilliams@yahoo.com
1060,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-12-17,Renee,mitchell,F,43.0,CARA MALA,Cory97@gmail.com
1061,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-11-08,Darrell,johnson,M,-3.0,ABRA BAYA,Janice15@yahoo.com
1062,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-10-31,Brandon,martin,M,2.0,ATUEL SUD,Wellsnancy@gmail.com
1063,-universidad-abierta-interamericana,Diseño-industrial,2020-10-15,Kevin,peters,M,13.0,BARRIO JARDIN LUZURIAGA,Janicesmith@gmail.com
1064,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-12-05,David,fischer,M,-18.0,AGUA LOS MATOS,Jennifersmith@hotmail.com
1065,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-09-26,Gabriel,burns,M,28.0,CASALINS,Vmorales@yahoo.com
1066,-universidad-abierta-interamericana,Actuario-,2020-11-07,Matthew,murphy,M,-9.0,COLONIA MABRAGAÑA,Dianawarren@hotmail.com
1067,-universidad-abierta-interamericana,Ingeniería-en-informática,2020-11-26,Karl,edwards,M,49.0,CRISTIANO MUERTO,Catherineburch@hotmail.com
1068,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-09-12,Sharon,graham,F,26.0,CANNING,Nicholasmorgan@hotmail.com
1069,-universidad-abierta-interamericana,Arquitectura,2020-09-09,Hailey,ballard,F,48.0,BAÑADO VERDE,Heidi50@gmail.com
1070,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-11-06,Jennifer,boyle,F,37.0,CANTERA VILLALONGA,Bakerdarlene@yahoo.com
1071,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-11-14,Luis,mullen,M,8.0,25 DE MAYO,Andrew06@hotmail.com
1072,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-10-22,Michael,montgomery,M,-22.0,LOMAS DEL MIRADOR,Joshualewis@yahoo.com
1073,-universidad-abierta-interamericana,Farmacia,2020-09-16,John,smith,M,-19.0,ARBOL SOLO,Gregory74@hotmail.com
1074,-universidad-abierta-interamericana,Agronomía,2020-12-18,David,reyes,M,-11.0,ARROYO CAHUNCO,Vwood@hotmail.com
1075,-universidad-abierta-interamericana,Farmacia,2020-12-28,William,hall,M,51.0,CAÑADON LA MADERA,Fwelch@gmail.com
1076,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-12-27,Cameron,gould,M,-21.0,CAMET,Megan39@yahoo.com
1077,-universidad-abierta-interamericana,Diseño-industrial,2020-12-13,Seth,lopez,M,8.0,ABIPONES,Kmiller@hotmail.com
1078,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-12-14,Linda,wolfe,F,28.0,LA PASTORA,Wrightwilliam@yahoo.com
1079,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-12-12,Mary,douglas,F,25.0,ALSINA,Lgibson@gmail.com
1080,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-18,Tina,parrish,F,-17.0,COLONIA DR GDOR UDAONDO,Morganelizabeth@gmail.com
1081,-universidad-abierta-interamericana,Agronomía,2020-11-04,Paula,walker,F,-12.0,11 DE MAYO,Ejohnson@gmail.com
1082,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2021-01-13,Kim,gardner,F,-16.0,CASBAS,Rebeccacampbell@gmail.com
1083,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-09-22,Connie,goodwin,F,-5.0,LA ESPERANZA ROSAS LAS FLORES,Caseymichael@hotmail.com
1084,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-11-18,Ashley,wilson,F,35.0,FORTIN IRENE,Mark21@hotmail.com
1085,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-10-02,Maria,miller,F,-6.0,CUARTEL IV,Jperkins@hotmail.com
1086,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-11-02,Judith,holmes,F,7.0,AGUSTONI,Hking@yahoo.com
1087,-universidad-abierta-interamericana,Diseño-industrial,2020-12-27,Charles,lane,M,13.0,CAÑADA SECA,Vanessaatkinson@hotmail.com
1088,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2021-01-17,Tom,mahoney,M,39.0,COLONIA EGIDO,Cameronwheeler@gmail.com
1089,-universidad-abierta-interamericana,Ingeniería-mecánica,2021-01-15,Curtis,garza,M,-14.0,VILLA ADELINA,Anthonywright@gmail.com
1090,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-10-07,Joshua,george,M,-45.0,ADOLFO ALSINA,Jacksonjohn@hotmail.com
1091,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-12-12,Randy,hatfield,M,46.0,JESUS MARIA,Jenningsricardo@yahoo.com
1092,-universidad-abierta-interamericana,Diseño-industrial,2021-01-14,Vanessa,cruz,F,7.0,ITUZAINGO,Darren65@hotmail.com
1093,-universidad-abierta-interamericana,Licenciatura-en-psicología,2020-12-09,Laura,long,F,-10.0,ARROYO QUINTANA,Troy85@yahoo.com
1094,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-09-02,Christopher,johnson,M,31.0,BOCA P 25,Dfowler@yahoo.com
1095,-universidad-abierta-interamericana,Agronomía,2020-10-01,David,rivas,M,42.0,RIO MAYO,Angelacook@hotmail.com
1096,-universidad-abierta-interamericana,Ingeniería-en-informática,2020-11-27,Deborah,williams,F,-6.0,ISLA,Kellydavid@gmail.com
1097,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-12-09,Kerri,shaw,F,34.0,ANDRADE,Andrew42@gmail.com
1098,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-09-21,Joanna,moore,F,36.0,CALERA,Vincentjohn@yahoo.com
1099,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,2021-01-25,Taylor,anderson,M,42.0,CATARATAS DEL IGUAZU,Staceysmith@hotmail.com
1100,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-12-17,Ashley,graham,F,6.0,CANGREJILLOS,Ajackson@yahoo.com
1101,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-09-17,Drew,lewis,M,51.0,BERAZATEGUI,Heatherscott@gmail.com
1102,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-09-23,Colleen,clark,F,5.0,ALTO DE LEIVA,Harveyalexander@hotmail.com
1103,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-12-03,Ryan,beltran,M,2.0,SAN LORENZO,Qjohnson@yahoo.com
1104,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-09-16,Joshua,mitchell,M,-6.0,EL ZAPALLAR,Margaretstokes@yahoo.com
1105,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2020-11-04,kelly,burke,F,-5.0,DESAMPARADOS,Deckerarthur@yahoo.com
1106,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-11-14,Johnathan,michael,M,-37.0,AGUA LOS MATOS,Spalmer@yahoo.com
1107,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-10-04,Ashley,hughes,F,8.0,EL JAGUEL,Susan99@hotmail.com
1108,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-12-11,Douglas,costa,M,-11.0,RICARDONE,Snydervictoria@gmail.com
1109,-universidad-abierta-interamericana,Licenciatura-en-psicología,2021-01-20,Dawn,allen,F,-20.0,KILOMETRO 208,Acollins@hotmail.com
1110,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-12-31,Amy,conrad,F,11.0,BACACAY,Aliderek@gmail.com
1111,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-10-12,Veronica,short,F,-18.0,APARICIO,Bbutler@hotmail.com
1112,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2021-01-23,Mary,quinn,F,15.0,AGUADA SAN ROQUE,Anna75@gmail.com
1113,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-12-23,Benjamin,foster,M,-41.0,BAÑADO SAN ANTONIO,Vazquezjean@hotmail.com
1114,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2021-01-28,Alan,smith,M,-8.0,LA CHILCA,Alyssamontgomery@yahoo.com
1115,-universidad-abierta-interamericana,Técnico-para-bioterios-,2021-01-27,Paula,baldwin,F,44.0,AGUA LINDA,Cunninghamrobert@gmail.com
1116,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-11-07,Gabriel,hunt,M,-42.0,FLORENTINO AMEGHINO,Ecarpenter@hotmail.com
1117,-universidad-abierta-interamericana,Arquitectura,2020-12-10,Jill,byrd,F,43.0,CAMPO MAGNIN,Lauren45@yahoo.com
1118,-universidad-abierta-interamericana,Agronomía,2020-09-05,Sydney,jackson,F,-46.0,CLASON,Linda10@hotmail.com
1119,-universidad-abierta-interamericana,Diseño-industrial,2020-11-13,Charles,greene,M,51.0,VILLA LYNCH,Jramirez@hotmail.com
1120,-universidad-abierta-interamericana,Farmacia,2020-11-14,Cassandra,little,F,2.0,CORA,Briannameza@yahoo.com
1121,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2021-01-07,Garrett,hernandez,M,11.0,COLONIA LOS BOSQUES,Amanda19@gmail.com
1122,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2021-01-24,Jessica,ramirez,F,-27.0,BAJO HONDO,Conniehopkins@gmail.com
1123,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-09-26,Kristin,bass,F,-13.0,EL TREBOL,Bdavis@gmail.com
1124,-universidad-abierta-interamericana,Ingeniería-electrónica,2021-01-23,Charlene,perez,F,18.0,MECHA,Lwilson@yahoo.com
1125,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-09-09,Teresa,richard,F,28.0,GRAND BOURG,Erikwang@yahoo.com
1126,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-12-15,Chad,brown,M,-42.0,BALDE DE LEYES,Austin13@hotmail.com
1127,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-09-18,Joel,hernandez,M,-45.0,CASBAS,Zamoramichael@yahoo.com
1128,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-10-24,James,schroeder,M,-16.0,ARROYO BALMACEDA,Teresa31@yahoo.com
1129,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-09-06,Jacqueline,phillips,F,23.0,CAMPO CHARO,Terri56@hotmail.com
1130,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,2021-01-22,Courtney,berry,F,5.0,JUAN VUCETICH EX DR R LEVENE,Marklucas@hotmail.com
1131,-universidad-abierta-interamericana,Contador-público-,2021-01-23,Carlos,moore,M,19.0,SAN ANTONIO DE OBLIGADO,Cboyle@gmail.com
1132,-universidad-abierta-interamericana,Farmacia,2020-12-23,Christopher,riddle,M,3.0,AZUL,Nicholsonnicholas@gmail.com
1133,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-09-07,Amanda,hernandez,F,-11.0,ARROYO GRANDE,Michael21@yahoo.com
1134,-universidad-abierta-interamericana,Licenciatura-en-psicología,2020-09-04,Leonard,brown,M,16.0,COLONIA CAZAUX,Lonniemora@yahoo.com
1135,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-10-07,Lisa,spencer,F,33.0,CAMPO CRISOL,Tayloranthony@hotmail.com
1136,-universidad-abierta-interamericana,Actuario-,2020-10-31,Michael,thompson,M,31.0,11 DE SEPTIEMBRE,Qsanders@hotmail.com
1137,-universidad-abierta-interamericana,Farmacia,2021-01-24,Christine,mccann,F,35.0,LABORDEBOY,Solomonjames@gmail.com
1138,-universidad-abierta-interamericana,Actuario-,2020-11-08,Samantha,wu,F,11.0,4 DE NOVIEMBRE,Tuckermary@hotmail.com
1139,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2021-01-18,Daniel,shah,M,-43.0,AGUA AZUL,Donald20@gmail.com
1140,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2021-01-12,Michael,flores,M,42.0,LA CHIRLANDIA,Lovekenneth@hotmail.com
1141,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-10-03,Bailey,barnes,F,32.0,ARROYO GRANDE,Orrtimothy@yahoo.com
1142,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-10-28,Jessica,rose,F,-22.0,DINA HUAPI,Matthewgrimes@hotmail.com
1143,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-09-05,John,bryant,M,6.0,EL JUPITER,Arnolddavid@hotmail.com
1144,-universidad-abierta-interamericana,Arquitectura,2020-12-05,Nathan,dickson,M,-39.0,AVENIDA EJERCITO PARANA,Tonythompson@hotmail.com
1145,-universidad-abierta-interamericana,Actuario-,2021-01-12,Aaron,harris,M,-26.0,ALTO HUACO,Bnorman@gmail.com
1146,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-10-24,Latoya,walls,F,-18.0,ARROYO MAGDALENA,Shawmartha@gmail.com
1147,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-10-19,Karen,frost,F,30.0,VILLA SANTOS TESEI,Palmerlouis@hotmail.com
1148,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2021-01-29,George,johnson,M,2.0,CAMPO GALLOSO,Jonathanhenry@yahoo.com
1149,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-11-19,Molly,butler,F,8.0,CAMPO GARABATO,Kyoung@yahoo.com
1150,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-09-25,Tiffany,frank,F,34.0,PELLEGRINI,Omiller@gmail.com
1151,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2021-01-26,Timothy,fleming,M,16.0,ARROYO MANGANGA,Josephfaulkner@gmail.com
1152,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-11-10,Scott,potter,M,4.0,CURA MALAL,Michelle30@hotmail.com
1153,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-10-02,Nicholas,henson,M,6.0,ANECON GRANDE,Johnsonchristopher@gmail.com
1154,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-09-01,Johnathan,ortiz,M,16.0,ARIEL,Michellesmith@hotmail.com
1155,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-14,Christopher,sandoval,M,12.0,BAJO DE LOS SUELDOS,Vmiddleton@hotmail.com
1156,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-12-23,Destiny,sanders,F,21.0,COLONIA MONTE LA PLATA,Pamela94@yahoo.com
1157,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-12-13,William,rice,M,-11.0,BENAVIDEZ,Kimberly31@yahoo.com
1158,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2020-09-13,Mallory,hernandez,F,-10.0,AVANZADA,Michelle04@yahoo.com
1159,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-10-09,Jessica,valencia,F,29.0,ABEL,Swilliams@yahoo.com
1160,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-26,Bradley,harris,M,-15.0,PASO DEL REY,Vchen@hotmail.com
1161,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-11-13,Cameron,smith,M,35.0,COLONIA MABRAGAÑA,Adamsjesse@gmail.com
1162,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2020-11-22,Erin,stokes,F,1.0,CARRERAS,Bowmannicole@yahoo.com
1163,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-12-03,Valerie,jones,F,-19.0,CAPILLA DEL SEÑOR,Zturner@gmail.com
1164,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-09-28,gregory,zavala,M,-10.0,AGUADA CHACAY CO,Brendadelacruz@yahoo.com
1165,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-12-30,Erin,wilson,F,45.0,CHANILAO,Donna44@hotmail.com
1166,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-09-25,Sandra,thomas,F,45.0,COLONIA LA BLANQUITA,Gallen@hotmail.com
1167,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-21,Charles,cook,M,6.0,ESTEBAN DE LUCA,Xward@hotmail.com
1168,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-10-19,Susan,robinson,F,-47.0,ROLDAN,Waynecarter@gmail.com
1169,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-09-29,Frances,navarro,F,39.0,MORON,Kelly31@yahoo.com
1170,-universidad-abierta-interamericana,Contador-público-,2020-11-07,Stephanie,hammond,F,23.0,INGENIERO ADOLFO SOURDEAUX,Bobbybeltran@hotmail.com
1171,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-09-19,Sarah,harrington,F,28.0,LA PORTEÑA,Gibsonemily@yahoo.com
1172,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-10-05,Elizabeth,parker,F,-21.0,EMPALME VILLA CONSTITUCION,Carrollthomas@yahoo.com
1173,-universidad-abierta-interamericana,Bioquímica,2020-12-29,Jean,mckinney,F,-25.0,ARROYO SECO,Martinmarisa@yahoo.com
1174,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-10-04,Tonya,lane,F,-12.0,RINCON DE MILBERG,Robinsoncheryl@gmail.com
1175,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2021-01-26,Allison,shea,F,33.0,CARCARAÑA,Benjaminbrown@hotmail.com
1176,-universidad-abierta-interamericana,Ingeniería-en-informática,2020-10-06,Kerri,townsend,F,-13.0,BARRIO VILLA CORDOBA,Rcobb@hotmail.com
1177,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-12-03,Kristin,lee,F,13.0,CAÑADON DEL CORRAL,Kathleen22@hotmail.com
1178,-universidad-abierta-interamericana,Licenciatura-en-administración-,2021-01-18,Edward,carlson,M,44.0,RAWSON,Durantravis@yahoo.com
1179,-universidad-abierta-interamericana,Arquitectura,2020-12-15,Robert,williams,M,-2.0,PASO DEL REY,Xbeasley@hotmail.com
1180,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-09-09,Timothy,valdez,M,3.0,QUIÑIHUAL ESTACION,Jcook@hotmail.com
1181,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2021-01-18,Lee,nguyen,M,-11.0,BASE AERONAVAL PUNTA INDIO,Shannon42@gmail.com
1182,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2021-01-11,Brian,boyer,M,16.0,BARRIO DON SANTIAGO,Tammy91@yahoo.com
1183,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-12-28,Janice,mcpherson,F,11.0,CULULU,Dianaschultz@hotmail.com
1184,-universidad-abierta-interamericana,Contador-público-,2020-10-24,Todd,smith,M,13.0,ARROYO SECO,Christiekline@yahoo.com
1185,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-28,Shane,rodriguez,M,7.0,CERES,Kmckee@yahoo.com
1186,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2021-01-31,Robert,scott,M,14.0,CAMPO DE VILLAMIL,Goodwinjames@gmail.com
1187,-universidad-abierta-interamericana,Farmacia,2020-11-07,Maria,phillips,F,-43.0,BOMBAL,Epatrick@hotmail.com
1188,-universidad-abierta-interamericana,Agronomía,2020-09-29,Thomas,floyd,M,-36.0,AGUA AMARGA,Christopherlawson@hotmail.com
1189,-universidad-abierta-interamericana,Medicina,2020-10-29,Jason,johnson,M,-6.0,BALCOSNA,Whiteheadkevin@hotmail.com
1190,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2021-01-15,Glenda,stephens,F,-7.0,ARROYO CAHUNCO,Ulewis@gmail.com
1191,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-12-10,John,anderson,M,8.0,CAMINO CENTENARIO KM 11500,Bradshawerika@gmail.com
1192,-universidad-abierta-interamericana,Farmacia,2020-11-12,Frank,mercer,M,13.0,PONTAUT,Mrodriguez@yahoo.com
1193,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-11-02,Gloria,delgado,F,26.0,ATALIVA ROCA,Michael90@hotmail.com
1194,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2021-01-31,Alyssa,jordan,F,-28.0,BAHIA SOLANO,Kristen98@yahoo.com
1195,-universidad-abierta-interamericana,Farmacia,2020-10-24,Jeremy,nguyen,M,31.0,HUASA PAMPA NORTE,Zkirk@yahoo.com
